receiveTime,cpm,cpmError
2015-11-21 07:57:08,2.8,0.748331
2015-11-21 08:02:08,2.8,0.748331
2015-11-21 08:07:09,1.2,0.489898
2015-11-21 08:12:09,2.8,0.748331
2015-11-21 08:17:10,2.2,0.663325
2015-11-21 08:22:10,1.8,0.6
2015-11-21 08:27:11,3.0,0.774597
2015-11-21 08:32:11,3.4,0.824621
2015-11-21 08:37:12,3.0,0.774597
2015-11-21 08:42:12,1.2,0.489898
2015-11-21 08:47:13,2.4,0.69282
2015-11-21 08:52:14,2.2,0.663325
2015-11-21 08:57:14,2.6,0.72111
2015-11-21 09:02:15,4.2,0.916515
2015-11-21 09:07:15,3.0,0.774597
2015-11-21 09:12:16,2.6,0.72111
2015-11-21 09:17:06,3.6,0.848528
2015-11-21 09:22:07,1.8,0.6
2015-11-21 09:27:07,1.4,0.52915
2015-11-21 09:32:08,2.4,0.69282
2015-11-21 09:37:08,1.8,0.6
2015-11-21 09:42:09,3.4,0.824621
2015-11-21 09:47:09,3.6,0.848528
2015-11-21 09:52:10,2.6,0.72111
2015-11-21 09:57:11,3.0,0.774597
2015-11-21 10:02:11,2.8,0.748331
2015-11-21 10:07:12,3.0,0.774597
2015-11-21 10:12:12,3.0,0.774597
2015-11-21 10:17:13,2.6,0.72111
2015-11-21 10:22:13,2.4,0.69282
2015-11-21 10:27:14,2.6,0.72111
2015-11-21 10:32:14,2.6,0.72111
2015-11-21 10:37:15,2.6,0.72111
2015-11-21 10:42:15,2.2,0.663325
2015-11-21 10:47:16,3.4,0.824621
2015-11-21 10:52:06,1.6,0.565685
2015-11-21 10:57:07,3.8,0.87178
2015-11-21 11:02:07,2.8,0.748331
2015-11-21 11:07:08,3.0,0.774597
2015-11-21 11:12:08,2.2,0.663325
2015-11-21 11:17:09,2.6,0.72111
2015-11-21 11:22:09,1.6,0.565685
2015-11-21 11:27:10,2.2,0.663325
2015-11-21 11:32:10,3.2,0.8
2015-11-21 11:37:11,2.6,0.72111
2015-11-21 11:42:11,2.6,0.72111
2015-11-21 11:47:12,2.2,0.663325
2015-11-21 11:52:12,3.0,0.774597
2015-11-21 11:57:13,3.0,0.774597
2015-11-21 12:02:13,1.8,0.6
2015-11-21 12:07:14,2.8,0.748331
2015-11-21 12:12:14,3.8,0.87178
2015-11-21 12:17:15,3.4,0.824621
2015-11-21 12:22:15,3.4,0.824621
2015-11-21 12:27:16,3.0,0.774597
2015-11-21 12:32:06,3.2,0.8
2015-11-21 12:37:07,1.2,0.489898
2015-11-21 12:42:08,2.4,0.69282
2015-11-21 12:47:08,1.8,0.6
2015-11-21 12:52:09,2.0,0.632456
2015-11-21 12:57:09,1.8,0.6
2015-11-21 13:02:10,2.6,0.72111
2015-11-21 13:07:10,1.8,0.6
2015-11-21 13:12:11,2.4,0.69282
2015-11-21 13:17:11,1.2,0.489898
2015-11-21 13:22:12,1.8,0.6
